Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
d7934d1c-460d-4580-b14a-273638afa65a,MS Daily Compass Project,7ccc3155-f88f-4033-9e89-6656bb8a8703,jheel

summaryId,activityId,unixTimestampInMs,latitudeInDegree,longitudeInDegree,elevationInMeters,airTemperatureCelcius,heartRate,speedMetersPerSecond,stepsPerMinute,totalDistanceInMeters,timerDurationInMs,clockDurationInMs,movingDurationInMs,powerInWatts,bikeCadenceInRPM,swimCadenceInStrokesPerMinute
23170389630-detail,23170389630,1780887603000,,,,,63,,,,0,0,0,,,
23170389630-detail,23170389630,1780887604000,,,,,60,,,,1000,1000,0,,,
23170389630-detail,23170389630,1780887605000,,,,,62,,,,2000,2000,0,,,
23170389630-detail,23170389630,1780887606000,,,,,63,,,,3000,3000,0,,,
23170389630-detail,23170389630,1780887607000,,,,,64,,,,4000,4000,0,,,
23170389630-detail,23170389630,1780887608000,,,,,61,,,,5000,5000,0,,,
23170389630-detail,23170389630,1780887609000,,,,,62,,,,6000,6000,0,,,
23170389630-detail,23170389630,1780887610000,,,,,63,,,,7000,7000,0,,,
23170389630-detail,23170389630,1780887611000,,,,,66,,,,8000,8000,0,,,
23170389630-detail,23170389630,1780887612000,,,,,64,,,,9000,9000,0,,,
23170389630-detail,23170389630,1780887613000,,,,,65,,,,10000,10000,0,,,
23170389630-detail,23170389630,1780887614000,,,,,65,,,,11000,11000,0,,,
23170389630-detail,23170389630,1780887615000,,,,,65,,,,12000,12000,0,,,
23170389630-detail,23170389630,1780887616000,,,,,65,,,,13000,13000,0,,,
23170389630-detail,23170389630,1780887617000,,,,,64,,,,14000,14000,0,,,
23170389630-detail,23170389630,1780887618000,,,,,66,,,,15000,15000,0,,,
23170389630-detail,23170389630,1780887619000,,,,,65,,,,16000,16000,0,,,
23170389630-detail,23170389630,1780887620000,,,,,64,,,,17000,17000,0,,,
23170389630-detail,23170389630,1780887621000,,,,,63,,,,18000,18000,0,,,
23170389630-detail,23170389630,1780887622000,,,,,62,,,,19000,19000,0,,,
23170389630-detail,23170389630,1780887623000,,,,,62,,,,20000,20000,0,,,
23170389630-detail,23170389630,1780887624000,,,,,63,,,,21000,21000,0,,,
23170389630-detail,23170389630,1780887625000,,,,,62,,,,22000,22000,0,,,
23170389630-detail,23170389630,1780887626000,,,,,61,,,,23000,23000,0,,,
23170389630-detail,23170389630,1780887627000,,,,,61,,,,24000,24000,0,,,
23170389630-detail,23170389630,1780887628000,,,,,60,,,,25000,25000,0,,,
23170389630-detail,23170389630,1780887629000,,,,,60,,,,26000,26000,0,,,
23170389630-detail,23170389630,1780887630000,,,,,59,,,,27000,27000,0,,,
23170389630-detail,23170389630,1780887631000,,,,,59,,,,28000,28000,0,,,
23170389630-detail,23170389630,1780887632000,,,,,58,,,,29000,29000,0,,,
23170389630-detail,23170389630,1780887633000,,,,,58,,,,30000,30000,0,,,
23170389630-detail,23170389630,1780887634000,,,,,58,,,,31000,31000,0,,,
23170389630-detail,23170389630,1780887635000,,,,,57,,,,32000,32000,0,,,
23170389630-detail,23170389630,1780887636000,,,,,57,,,,33000,33000,0,,,
23170389630-detail,23170389630,1780887637000,,,,,57,,,,34000,34000,0,,,
23170389630-detail,23170389630,1780887638000,,,,,57,,,,35000,35000,0,,,
23170389630-detail,23170389630,1780887639000,,,,,57,,,,36000,36000,0,,,
23170389630-detail,23170389630,1780887640000,,,,,57,,,,37000,37000,0,,,
23170389630-detail,23170389630,1780887641000,,,,,57,,,,38000,38000,0,,,
23170389630-detail,23170389630,1780887642000,,,,,57,,,,39000,39000,0,,,
23170389630-detail,23170389630,1780887643000,,,,,57,,,,40000,40000,0,,,
