Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
d7934d1c-460d-4580-b14a-273638afa65a,MS Daily Compass Project,7ccc3155-f88f-4033-9e89-6656bb8a8703,jheel

summaryId,activityId,unixTimestampInMs
23312187465-detail,23312187465,1781927216000
23312187560-detail,23312187560,1781927473000
23312489812-detail,23312489812,1781929422000
23312489812-detail,23312489812,1781929661000
23312489812-detail,23312489812,1781929901000
23312489812-detail,23312489812,1781930081000
23312489812-detail,23312489812,1781930716000
23312489812-detail,23312489812,1781930922000
23312489812-detail,23312489812,1781931221000
23312489812-detail,23312489812,1781931961000
23312489812-detail,23312489812,1781932062000
23312489812-detail,23312489812,1781932361000
