Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
d7934d1c-460d-4580-b14a-273638afa65a,MS Daily Compass Project,7ccc3155-f88f-4033-9e89-6656bb8a8703,jheel

dailySummaryId,timezoneOffsetInMs,unixTimestampInMs,isoDate,beatsPerMinute
x4b803d3-6a2f1650-15180-0,10800000,1781470815000,2026-06-15T00:00:15.000+03:00,62
x4b803d3-6a2f1650-15180-0,10800000,1781470830000,2026-06-15T00:00:30.000+03:00,62
x4b803d3-6a2f1650-15180-0,10800000,1781470845000,2026-06-15T00:00:45.000+03:00,62
x4b803d3-6a2f1650-15180-0,10800000,1781470860000,2026-06-15T00:01:00.000+03:00,62
x4b803d3-6a2f1650-15180-0,10800000,1781470875000,2026-06-15T00:01:15.000+03:00,62
x4b803d3-6a2f1650-15180-0,10800000,1781470890000,2026-06-15T00:01:30.000+03:00,62
x4b803d3-6a2f1650-15180-0,10800000,1781470905000,2026-06-15T00:01:45.000+03:00,62
x4b803d3-6a2f1650-15180-0,10800000,1781470920000,2026-06-15T00:02:00.000+03:00,62
x4b803d3-6a2f1650-15180-0,10800000,1781470935000,2026-06-15T00:02:15.000+03:00,62
x4b803d3-6a2f1650-15180-0,10800000,1781470950000,2026-06-15T00:02:30.000+03:00,62
x4b803d3-6a2f1650-15180-0,10800000,1781470965000,2026-06-15T00:02:45.000+03:00,62
x4b803d3-6a2f1650-15180-0,10800000,1781470980000,2026-06-15T00:03:00.000+03:00,62
x4b803d3-6a2f1650-15180-0,10800000,1781470995000,2026-06-15T00:03:15.000+03:00,62
x4b803d3-6a2f1650-15180-0,10800000,1781471010000,2026-06-15T00:03:30.000+03:00,62
x4b803d3-6a2f1650-15180-0,10800000,1781471025000,2026-06-15T00:03:45.000+03:00,62
x4b803d3-6a2f1650-15180-0,10800000,1781471040000,2026-06-15T00:04:00.000+03:00,62
x4b803d3-6a2f1650-15180-0,10800000,1781471055000,2026-06-15T00:04:15.000+03:00,60
x4b803d3-6a2f1650-15180-0,10800000,1781471070000,2026-06-15T00:04:30.000+03:00,60
