file,datetime,date,rmssd,sdnn,pnn50,mean_hr,mean_rr,intervals,duration_minutes,trimp,max_hr,resting_hr,sex
22389196423_ACTIVITY.fit,2026-04-03 03:38:35+00:00,2026-04-03,45.014336636157324,78.77340606711144,21.22905027932961,63.14275524581826,950.2277777777778,180,2.8506833333333335,0.03657110821462059,165.0,63.0,male
