Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
d7934d1c-460d-4580-b14a-273638afa65a,MS Daily Compass Project,7ccc3155-f88f-4033-9e89-6656bb8a8703,jheel

sleepSummaryId,timezoneOffsetInMs,unixTimestampInMs,isoDate,breathsPerMinute
x4b803d3-6a21d88c-6414,10800000,1780603080000,2026-06-04T22:58:00.000+03:00,14.35
x4b803d3-6a21d88c-6414,10800000,1780603140000,2026-06-04T22:59:00.000+03:00,14.73
x4b803d3-6a21d88c-6414,10800000,1780603200000,2026-06-04T23:00:00.000+03:00,14.74
x4b803d3-6a21d88c-6414,10800000,1780603260000,2026-06-04T23:01:00.000+03:00,14.89
x4b803d3-6a21d88c-6414,10800000,1780603320000,2026-06-04T23:02:00.000+03:00,14.82
x4b803d3-6a21d88c-6414,10800000,1780603380000,2026-06-04T23:03:00.000+03:00,13.33
x4b803d3-6a21d88c-6414,10800000,1780603440000,2026-06-04T23:04:00.000+03:00,12.92
x4b803d3-6a21d88c-6414,10800000,1780603500000,2026-06-04T23:05:00.000+03:00,12.94
x4b803d3-6a21d88c-6414,10800000,1780603560000,2026-06-04T23:06:00.000+03:00,13.51
x4b803d3-6a21d88c-6414,10800000,1780603620000,2026-06-04T23:07:00.000+03:00,14.57
x4b803d3-6a21d88c-6414,10800000,1780603680000,2026-06-04T23:08:00.000+03:00,15.12
x4b803d3-6a21d88c-6414,10800000,1780603740000,2026-06-04T23:09:00.000+03:00,14.68
x4b803d3-6a21d88c-6414,10800000,1780603800000,2026-06-04T23:10:00.000+03:00,14.66
x4b803d3-6a21d88c-6414,10800000,1780603860000,2026-06-04T23:11:00.000+03:00,14.33
x4b803d3-6a21d88c-6414,10800000,1780603920000,2026-06-04T23:12:00.000+03:00,14.31
x4b803d3-6a21d88c-6414,10800000,1780603980000,2026-06-04T23:13:00.000+03:00,13.91
x4b803d3-6a21d88c-6414,10800000,1780604040000,2026-06-04T23:14:00.000+03:00,14.09
x4b803d3-6a21d88c-6414,10800000,1780604100000,2026-06-04T23:15:00.000+03:00,14.08
x4b803d3-6a21d88c-6414,10800000,1780604280000,2026-06-04T23:18:00.000+03:00,15.18
x4b803d3-6a21d88c-6414,10800000,1780604340000,2026-06-04T23:19:00.000+03:00,14.87
x4b803d3-6a21d88c-6414,10800000,1780604400000,2026-06-04T23:20:00.000+03:00,15
x4b803d3-6a21d88c-6414,10800000,1780604460000,2026-06-04T23:21:00.000+03:00,15.52
x4b803d3-6a21d88c-6414,10800000,1780604520000,2026-06-04T23:22:00.000+03:00,15.37
x4b803d3-6a21d88c-6414,10800000,1780604580000,2026-06-04T23:23:00.000+03:00,15.19
x4b803d3-6a21d88c-6414,10800000,1780604640000,2026-06-04T23:24:00.000+03:00,15.3
x4b803d3-6a21d88c-6414,10800000,1780604700000,2026-06-04T23:25:00.000+03:00,15.89
x4b803d3-6a21d88c-6414,10800000,1780604760000,2026-06-04T23:26:00.000+03:00,15.16
x4b803d3-6a21d88c-6414,10800000,1780604820000,2026-06-04T23:27:00.000+03:00,14.6
x4b803d3-6a21d88c-6414,10800000,1780604880000,2026-06-04T23:28:00.000+03:00,13.33
x4b803d3-6a21d88c-6414,10800000,1780604940000,2026-06-04T23:29:00.000+03:00,12.41
x4b803d3-6a21d88c-6414,10800000,1780605000000,2026-06-04T23:30:00.000+03:00,12.75
x4b803d3-6a21d88c-6414,10800000,1780605060000,2026-06-04T23:31:00.000+03:00,13.42
x4b803d3-6a21d88c-6414,10800000,1780605120000,2026-06-04T23:32:00.000+03:00,13.7
x4b803d3-6a21d88c-6414,10800000,1780605180000,2026-06-04T23:33:00.000+03:00,13.56
x4b803d3-6a21d88c-6414,10800000,1780605240000,2026-06-04T23:34:00.000+03:00,13.37
x4b803d3-6a21d88c-6414,10800000,1780605300000,2026-06-04T23:35:00.000+03:00,14.9
x4b803d3-6a21d88c-6414,10800000,1780605360000,2026-06-04T23:36:00.000+03:00,14.95
x4b803d3-6a21d88c-6414,10800000,1780605420000,2026-06-04T23:37:00.000+03:00,14.97
x4b803d3-6a21d88c-6414,10800000,1780605480000,2026-06-04T23:38:00.000+03:00,15.19
x4b803d3-6a21d88c-6414,10800000,1780605540000,2026-06-04T23:39:00.000+03:00,14.65
x4b803d3-6a21d88c-6414,10800000,1780605600000,2026-06-04T23:40:00.000+03:00,15.84
x4b803d3-6a21d88c-6414,10800000,1780605660000,2026-06-04T23:41:00.000+03:00,15.92
x4b803d3-6a21d88c-6414,10800000,1780605720000,2026-06-04T23:42:00.000+03:00,15.29
x4b803d3-6a21d88c-6414,10800000,1780605780000,2026-06-04T23:43:00.000+03:00,14.49
x4b803d3-6a21d88c-6414,10800000,1780605840000,2026-06-04T23:44:00.000+03:00,14.62
x4b803d3-6a21d88c-6414,10800000,1780605900000,2026-06-04T23:45:00.000+03:00,14.53
x4b803d3-6a21d88c-6414,10800000,1780605960000,2026-06-04T23:46:00.000+03:00,13.72
x4b803d3-6a21d88c-6414,10800000,1780606020000,2026-06-04T23:47:00.000+03:00,13.95
x4b803d3-6a21d88c-6414,10800000,1780606080000,2026-06-04T23:48:00.000+03:00,13.73
x4b803d3-6a21d88c-6414,10800000,1780606140000,2026-06-04T23:49:00.000+03:00,13.69
x4b803d3-6a21d88c-6414,10800000,1780606200000,2026-06-04T23:50:00.000+03:00,13.73
x4b803d3-6a21d88c-6414,10800000,1780606260000,2026-06-04T23:51:00.000+03:00,13.47
x4b803d3-6a21d88c-6414,10800000,1780606320000,2026-06-04T23:52:00.000+03:00,13.11
x4b803d3-6a21d88c-6414,10800000,1780606380000,2026-06-04T23:53:00.000+03:00,13.84
x4b803d3-6a21d88c-6414,10800000,1780606440000,2026-06-04T23:54:00.000+03:00,14.66
x4b803d3-6a21d88c-6414,10800000,1780606500000,2026-06-04T23:55:00.000+03:00,14.8
x4b803d3-6a21d88c-6414,10800000,1780606560000,2026-06-04T23:56:00.000+03:00,14.9
x4b803d3-6a21d88c-6414,10800000,1780606620000,2026-06-04T23:57:00.000+03:00,15.22
x4b803d3-6a21d88c-6414,10800000,1780606680000,2026-06-04T23:58:00.000+03:00,15.03
x4b803d3-6a21d88c-6414,10800000,1780606740000,2026-06-04T23:59:00.000+03:00,15.55
x4b803d3-6a21d88c-6414,10800000,1780606800000,2026-06-05T00:00:00.000+03:00,15.23
x4b803d3-6a21d88c-6414,10800000,1780606860000,2026-06-05T00:01:00.000+03:00,15.35
x4b803d3-6a21d88c-6414,10800000,1780606920000,2026-06-05T00:02:00.000+03:00,14.73
x4b803d3-6a21d88c-6414,10800000,1780606980000,2026-06-05T00:03:00.000+03:00,13.86
x4b803d3-6a21d88c-6414,10800000,1780607040000,2026-06-05T00:04:00.000+03:00,13.69
x4b803d3-6a21d88c-6414,10800000,1780607100000,2026-06-05T00:05:00.000+03:00,13.52
x4b803d3-6a21d88c-6414,10800000,1780607160000,2026-06-05T00:06:00.000+03:00,13.42
x4b803d3-6a21d88c-6414,10800000,1780607220000,2026-06-05T00:07:00.000+03:00,13.91
x4b803d3-6a21d88c-6414,10800000,1780607280000,2026-06-05T00:08:00.000+03:00,14.54
x4b803d3-6a21d88c-6414,10800000,1780607340000,2026-06-05T00:09:00.000+03:00,14.63
x4b803d3-6a21d88c-6414,10800000,1780607400000,2026-06-05T00:10:00.000+03:00,14.21
x4b803d3-6a21d88c-6414,10800000,1780607460000,2026-06-05T00:11:00.000+03:00,14.28
x4b803d3-6a21d88c-6414,10800000,1780607520000,2026-06-05T00:12:00.000+03:00,15.7
x4b803d3-6a21d88c-6414,10800000,1780607580000,2026-06-05T00:13:00.000+03:00,15
