Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
d7934d1c-460d-4580-b14a-273638afa65a,MS Daily Compass Project,7ccc3155-f88f-4033-9e89-6656bb8a8703,jheel

sleepSummaryId,timezoneOffsetInMs,unixTimestampInMs,isoDate,breathsPerMinute
x4b803d3-6a306014-53ac,10800000,1781555280000,2026-06-15T23:28:00.000+03:00,14.11
x4b803d3-6a306014-53ac,10800000,1781555340000,2026-06-15T23:29:00.000+03:00,14.79
x4b803d3-6a306014-53ac,10800000,1781555400000,2026-06-15T23:30:00.000+03:00,14.71
x4b803d3-6a306014-53ac,10800000,1781555460000,2026-06-15T23:31:00.000+03:00,14.6
x4b803d3-6a306014-53ac,10800000,1781555520000,2026-06-15T23:32:00.000+03:00,14.85
x4b803d3-6a306014-53ac,10800000,1781555580000,2026-06-15T23:33:00.000+03:00,14.3
x4b803d3-6a306014-53ac,10800000,1781555640000,2026-06-15T23:34:00.000+03:00,14.61
x4b803d3-6a306014-53ac,10800000,1781555700000,2026-06-15T23:35:00.000+03:00,14.48
x4b803d3-6a306014-53ac,10800000,1781555760000,2026-06-15T23:36:00.000+03:00,14.13
x4b803d3-6a306014-53ac,10800000,1781555820000,2026-06-15T23:37:00.000+03:00,14.66
x4b803d3-6a306014-53ac,10800000,1781555880000,2026-06-15T23:38:00.000+03:00,14.23
x4b803d3-6a306014-53ac,10800000,1781555940000,2026-06-15T23:39:00.000+03:00,14.13
x4b803d3-6a306014-53ac,10800000,1781556000000,2026-06-15T23:40:00.000+03:00,15.14
x4b803d3-6a306014-53ac,10800000,1781556060000,2026-06-15T23:41:00.000+03:00,15.72
x4b803d3-6a306014-53ac,10800000,1781556120000,2026-06-15T23:42:00.000+03:00,16.85
x4b803d3-6a306014-53ac,10800000,1781556180000,2026-06-15T23:43:00.000+03:00,18.04
x4b803d3-6a306014-53ac,10800000,1781556240000,2026-06-15T23:44:00.000+03:00,19.13
x4b803d3-6a306014-53ac,10800000,1781556300000,2026-06-15T23:45:00.000+03:00,19.15
x4b803d3-6a306014-53ac,10800000,1781556360000,2026-06-15T23:46:00.000+03:00,19.69
x4b803d3-6a306014-53ac,10800000,1781556420000,2026-06-15T23:47:00.000+03:00,18.65
x4b803d3-6a306014-53ac,10800000,1781556480000,2026-06-15T23:48:00.000+03:00,18.51
x4b803d3-6a306014-53ac,10800000,1781556540000,2026-06-15T23:49:00.000+03:00,19.78
x4b803d3-6a306014-53ac,10800000,1781556600000,2026-06-15T23:50:00.000+03:00,19.89
x4b803d3-6a306014-53ac,10800000,1781556660000,2026-06-15T23:51:00.000+03:00,21.65
x4b803d3-6a306014-53ac,10800000,1781556720000,2026-06-15T23:52:00.000+03:00,20.61
x4b803d3-6a306014-53ac,10800000,1781556780000,2026-06-15T23:53:00.000+03:00,17.98
x4b803d3-6a306014-53ac,10800000,1781556840000,2026-06-15T23:54:00.000+03:00,14.82
x4b803d3-6a306014-53ac,10800000,1781556900000,2026-06-15T23:55:00.000+03:00,14.72
x4b803d3-6a306014-53ac,10800000,1781556960000,2026-06-15T23:56:00.000+03:00,14.76
x4b803d3-6a306014-53ac,10800000,1781557020000,2026-06-15T23:57:00.000+03:00,14.46
x4b803d3-6a306014-53ac,10800000,1781557080000,2026-06-15T23:58:00.000+03:00,14.07
x4b803d3-6a306014-53ac,10800000,1781557140000,2026-06-15T23:59:00.000+03:00,13.9
x4b803d3-6a306014-53ac,10800000,1781557200000,2026-06-16T00:00:00.000+03:00,14.63
x4b803d3-6a306014-53ac,10800000,1781557260000,2026-06-16T00:01:00.000+03:00,13.95
x4b803d3-6a306014-53ac,10800000,1781557320000,2026-06-16T00:02:00.000+03:00,13.79
x4b803d3-6a306014-53ac,10800000,1781557380000,2026-06-16T00:03:00.000+03:00,13.89
x4b803d3-6a306014-53ac,10800000,1781557440000,2026-06-16T00:04:00.000+03:00,14.31
x4b803d3-6a306014-53ac,10800000,1781557500000,2026-06-16T00:05:00.000+03:00,14.46
x4b803d3-6a306014-53ac,10800000,1781557560000,2026-06-16T00:06:00.000+03:00,13.94
x4b803d3-6a306014-53ac,10800000,1781557620000,2026-06-16T00:07:00.000+03:00,14.08
x4b803d3-6a306014-53ac,10800000,1781557680000,2026-06-16T00:08:00.000+03:00,13.72
x4b803d3-6a306014-53ac,10800000,1781557740000,2026-06-16T00:09:00.000+03:00,14.23
x4b803d3-6a306014-53ac,10800000,1781557800000,2026-06-16T00:10:00.000+03:00,14.14
x4b803d3-6a306014-53ac,10800000,1781557860000,2026-06-16T00:11:00.000+03:00,13.72
x4b803d3-6a306014-53ac,10800000,1781557920000,2026-06-16T00:12:00.000+03:00,13.61
x4b803d3-6a306014-53ac,10800000,1781557980000,2026-06-16T00:13:00.000+03:00,14.51
x4b803d3-6a306014-53ac,10800000,1781558040000,2026-06-16T00:14:00.000+03:00,15.19
x4b803d3-6a306014-53ac,10800000,1781558100000,2026-06-16T00:15:00.000+03:00,15.19
x4b803d3-6a306014-53ac,10800000,1781558160000,2026-06-16T00:16:00.000+03:00,15.13
x4b803d3-6a306014-53ac,10800000,1781558220000,2026-06-16T00:17:00.000+03:00,15.26
x4b803d3-6a306014-53ac,10800000,1781558280000,2026-06-16T00:18:00.000+03:00,14.25
x4b803d3-6a306014-53ac,10800000,1781558340000,2026-06-16T00:19:00.000+03:00,14.29
x4b803d3-6a306014-53ac,10800000,1781558400000,2026-06-16T00:20:00.000+03:00,14.28
x4b803d3-6a306014-53ac,10800000,1781558460000,2026-06-16T00:21:00.000+03:00,13.84
x4b803d3-6a306014-53ac,10800000,1781558520000,2026-06-16T00:22:00.000+03:00,14.64
x4b803d3-6a306014-53ac,10800000,1781558580000,2026-06-16T00:23:00.000+03:00,13.71
x4b803d3-6a306014-53ac,10800000,1781558640000,2026-06-16T00:24:00.000+03:00,13.67
x4b803d3-6a306014-53ac,10800000,1781558700000,2026-06-16T00:25:00.000+03:00,14.75
x4b803d3-6a306014-53ac,10800000,1781558760000,2026-06-16T00:26:00.000+03:00,14.33
x4b803d3-6a306014-53ac,10800000,1781558820000,2026-06-16T00:27:00.000+03:00,14.75
x4b803d3-6a306014-53ac,10800000,1781558880000,2026-06-16T00:28:00.000+03:00,16.83
x4b803d3-6a306014-53ac,10800000,1781558940000,2026-06-16T00:29:00.000+03:00,16.97
x4b803d3-6a306014-53ac,10800000,1781559000000,2026-06-16T00:30:00.000+03:00,17.09
x4b803d3-6a306014-53ac,10800000,1781559060000,2026-06-16T00:31:00.000+03:00,17.39
x4b803d3-6a306014-53ac,10800000,1781559120000,2026-06-16T00:32:00.000+03:00,17.2
x4b803d3-6a306014-53ac,10800000,1781559180000,2026-06-16T00:33:00.000+03:00,17.13
x4b803d3-6a306014-53ac,10800000,1781559240000,2026-06-16T00:34:00.000+03:00,16.56
x4b803d3-6a306014-53ac,10800000,1781559300000,2026-06-16T00:35:00.000+03:00,15.16
x4b803d3-6a306014-53ac,10800000,1781559360000,2026-06-16T00:36:00.000+03:00,15.54
x4b803d3-6a306014-53ac,10800000,1781559420000,2026-06-16T00:37:00.000+03:00,16.12
x4b803d3-6a306014-53ac,10800000,1781559480000,2026-06-16T00:38:00.000+03:00,15.31
x4b803d3-6a306014-53ac,10800000,1781559540000,2026-06-16T00:39:00.000+03:00,15.19
x4b803d3-6a306014-53ac,10800000,1781559600000,2026-06-16T00:40:00.000+03:00,15.06
x4b803d3-6a306014-53ac,10800000,1781559660000,2026-06-16T00:41:00.000+03:00,14.55
x4b803d3-6a306014-53ac,10800000,1781559720000,2026-06-16T00:42:00.000+03:00,14.38
x4b803d3-6a306014-53ac,10800000,1781559780000,2026-06-16T00:43:00.000+03:00,13.86
