Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
d7934d1c-460d-4580-b14a-273638afa65a,MS Daily Compass Project,7ccc3155-f88f-4033-9e89-6656bb8a8703,jheel

timezoneOffsetInMs,unixTimestampInMs,isoDate,stressLevel,bodyBattery
10800000,1781384400000,2026-06-14T00:00:00.000+03:00,49,7
10800000,1781384580000,2026-06-14T00:03:00.000+03:00,56,7
10800000,1781384760000,2026-06-14T00:06:00.000+03:00,46,7
10800000,1781384940000,2026-06-14T00:09:00.000+03:00,49,7
10800000,1781385120000,2026-06-14T00:12:00.000+03:00,35,7
10800000,1781385300000,2026-06-14T00:15:00.000+03:00,-1,7
10800000,1781385480000,2026-06-14T00:18:00.000+03:00,80,6
10800000,1781385660000,2026-06-14T00:21:00.000+03:00,34,6
10800000,1781385840000,2026-06-14T00:24:00.000+03:00,36,6
10800000,1781386020000,2026-06-14T00:27:00.000+03:00,35,6
10800000,1781386200000,2026-06-14T00:30:00.000+03:00,24,6
10800000,1781386380000,2026-06-14T00:33:00.000+03:00,24,6
10800000,1781386560000,2026-06-14T00:36:00.000+03:00,28,6
10800000,1781386740000,2026-06-14T00:39:00.000+03:00,52,6
10800000,1781386920000,2026-06-14T00:42:00.000+03:00,35,6
10800000,1781387100000,2026-06-14T00:45:00.000+03:00,38,6
10800000,1781387280000,2026-06-14T00:48:00.000+03:00,41,6
10800000,1781387460000,2026-06-14T00:51:00.000+03:00,43,6
10800000,1781387640000,2026-06-14T00:54:00.000+03:00,34,6
10800000,1781387820000,2026-06-14T00:57:00.000+03:00,34,6
10800000,1781388000000,2026-06-14T01:00:00.000+03:00,31,6
10800000,1781388180000,2026-06-14T01:03:00.000+03:00,36,6
10800000,1781388360000,2026-06-14T01:06:00.000+03:00,46,6
10800000,1781388540000,2026-06-14T01:09:00.000+03:00,34,6
10800000,1781388720000,2026-06-14T01:12:00.000+03:00,30,6
10800000,1781388900000,2026-06-14T01:15:00.000+03:00,29,6
10800000,1781389080000,2026-06-14T01:18:00.000+03:00,28,6
10800000,1781389260000,2026-06-14T01:21:00.000+03:00,25,6
10800000,1781389440000,2026-06-14T01:24:00.000+03:00,26,6
10800000,1781389620000,2026-06-14T01:27:00.000+03:00,43,6
