Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
d7934d1c-460d-4580-b14a-273638afa65a,MS Daily Compass Project,7ccc3155-f88f-4033-9e89-6656bb8a8703,jheel

timezoneOffsetInMs,unixTimestampInMs,isoDate,durationInMs,activityType,activeTimeInMs,steps,distanceInMeters,activeKilocalories,met,intensity,meanMotionIntensity,maxMotionIntensity
10800000,1781902800000,2026-06-20T00:00:00.000+03:00,900000,WALKING,221000,96,70.46,5,2.0415466,ACTIVE,2,2
10800000,1781902800000,2026-06-20T00:00:00.000+03:00,900000,SEDENTARY,679000,0,0,0,1,SEDENTARY,0,4
10800000,1781903700000,2026-06-20T00:15:00.000+03:00,900000,WALKING,60000,29,21.29,2,2.5345454,ACTIVE,3,3
10800000,1781903700000,2026-06-20T00:15:00.000+03:00,900000,SEDENTARY,840000,0,0,0,1,SEDENTARY,0,2
10800000,1781904600000,2026-06-20T00:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1781905500000,2026-06-20T00:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,2
10800000,1781906400000,2026-06-20T01:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1781907300000,2026-06-20T01:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1781908200000,2026-06-20T01:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1781909100000,2026-06-20T01:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1781910000000,2026-06-20T02:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1781910900000,2026-06-20T02:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1781911800000,2026-06-20T02:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1781912700000,2026-06-20T02:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
