Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
d7934d1c-460d-4580-b14a-273638afa65a,MS Daily Compass Project,7ccc3155-f88f-4033-9e89-6656bb8a8703,jheel

timezoneOffsetInMs,unixTimestampInMs,isoDate,durationInMs,activityType,activeTimeInMs,steps,distanceInMeters,activeKilocalories,met,intensity,meanMotionIntensity,maxMotionIntensity
10800000,1780596000000,2026-06-04T21:00:00.000+03:00,900000,SEDENTARY,840000,0,0,0,1,SEDENTARY,0,3
10800000,1780596000000,2026-06-04T21:00:00.000+03:00,900000,WALKING,60000,16,11.74,2,2.5299044,ACTIVE,2,2
10800000,1780596900000,2026-06-04T21:15:00.000+03:00,900000,WALKING,468000,159,116.72,24,3.3530376,ACTIVE,0.8974358974358975,1
10800000,1780596900000,2026-06-04T21:15:00.000+03:00,900000,GENERIC,0,0,0,2,1,SEDENTARY,0,4
10800000,1780596900000,2026-06-04T21:15:00.000+03:00,900000,SEDENTARY,432000,0,0,0,1,SEDENTARY,0,5
10800000,1780597800000,2026-06-04T21:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1780598700000,2026-06-04T21:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1780599600000,2026-06-04T22:00:00.000+03:00,900000,WALKING,180000,58,42.57,9,3.2942114,ACTIVE,1,1
10800000,1780599600000,2026-06-04T22:00:00.000+03:00,900000,SEDENTARY,720000,0,0,0,1,SEDENTARY,0,5
10800000,1780600500000,2026-06-04T22:15:00.000+03:00,900000,WALKING,360000,78,57.25,13,2.6569304,ACTIVE,1.3333333333333333,2
10800000,1780600500000,2026-06-04T22:15:00.000+03:00,900000,GENERIC,0,0,0,4,1,SEDENTARY,0,5
10800000,1780600500000,2026-06-04T22:15:00.000+03:00,900000,SEDENTARY,540000,0,0,0,1,SEDENTARY,0,5
10800000,1780601400000,2026-06-04T22:30:00.000+03:00,900000,WALKING,360000,78,57.25,3,1.3823684,ACTIVE,1.8333333333333333,2
10800000,1780601400000,2026-06-04T22:30:00.000+03:00,900000,SEDENTARY,540000,0,0,0,1,SEDENTARY,0,5
10800000,1780602300000,2026-06-04T22:45:00.000+03:00,900000,WALKING,60000,4,2.94,0,1,ACTIVE,1,1
10800000,1780602300000,2026-06-04T22:45:00.000+03:00,900000,SEDENTARY,840000,0,0,0,1,SEDENTARY,0,3
10800000,1780603200000,2026-06-04T23:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,2
10800000,1780604100000,2026-06-04T23:15:00.000+03:00,900000,WALKING,120000,44,32.3,3,2.1471057,ACTIVE,2,2
10800000,1780604100000,2026-06-04T23:15:00.000+03:00,900000,SEDENTARY,780000,0,0,0,1,SEDENTARY,0,3
10800000,1780605000000,2026-06-04T23:30:00.000+03:00,900000,WALKING,60000,21,15.41,0,1,ACTIVE,3,3
10800000,1780605000000,2026-06-04T23:30:00.000+03:00,900000,SEDENTARY,840000,0,0,0,1,SEDENTARY,0,3
10800000,1780605900000,2026-06-04T23:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,4
