Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
d7934d1c-460d-4580-b14a-273638afa65a,MS Daily Compass Project,7ccc3155-f88f-4033-9e89-6656bb8a8703,jheel

timezoneOffsetInMs,unixTimestampInMs,isoDate,durationInMs,activityType,activeTimeInMs,steps,distanceInMeters,activeKilocalories,met,intensity,meanMotionIntensity,maxMotionIntensity
10800000,1780952400000,2026-06-09T00:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1780953300000,2026-06-09T00:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1780954200000,2026-06-09T00:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,4
10800000,1780955100000,2026-06-09T00:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1780956000000,2026-06-09T01:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1780956900000,2026-06-09T01:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,2
10800000,1780957800000,2026-06-09T01:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1780958700000,2026-06-09T01:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,4
10800000,1780959600000,2026-06-09T02:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,2
10800000,1780960500000,2026-06-09T02:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1780961400000,2026-06-09T02:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1780962300000,2026-06-09T02:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1780963200000,2026-06-09T03:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,2
10800000,1780964100000,2026-06-09T03:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,2
10800000,1780965000000,2026-06-09T03:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,2
10800000,1780965900000,2026-06-09T03:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1780966800000,2026-06-09T04:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1780967700000,2026-06-09T04:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1780968600000,2026-06-09T04:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1780969500000,2026-06-09T04:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1780970400000,2026-06-09T05:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1780971300000,2026-06-09T05:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,2
10800000,1780972200000,2026-06-09T05:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1780973100000,2026-06-09T05:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,4
10800000,1780974000000,2026-06-09T06:00:00.000+03:00,900000,WALKING,120000,41,30.09,1,1.3826247,ACTIVE,2,2
10800000,1780974000000,2026-06-09T06:00:00.000+03:00,900000,SEDENTARY,780000,0,0,0,1,SEDENTARY,0,5
10800000,1780974900000,2026-06-09T06:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,4
10800000,1780975800000,2026-06-09T06:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1780976700000,2026-06-09T06:45:00.000+03:00,900000,GENERIC,0,0,0,0,1,SEDENTARY,0,3
10800000,1780976700000,2026-06-09T06:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,4
10800000,1780977600000,2026-06-09T07:00:00.000+03:00,900000,GENERIC,0,0,0,1,1,SEDENTARY,0,3
10800000,1780977600000,2026-06-09T07:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1780978500000,2026-06-09T07:15:00.000+03:00,900000,GENERIC,0,0,0,0,1,SEDENTARY,0,3
