Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
d7934d1c-460d-4580-b14a-273638afa65a,MS Daily Compass Project,7ccc3155-f88f-4033-9e89-6656bb8a8703,jheel

timezoneOffsetInMs,unixTimestampInMs,isoDate,durationInMs,activityType,activeTimeInMs,steps,distanceInMeters,activeKilocalories,met,intensity,meanMotionIntensity,maxMotionIntensity
10800000,1780606800000,2026-06-05T00:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,2
10800000,1780607700000,2026-06-05T00:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1780608600000,2026-06-05T00:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1780609500000,2026-06-05T00:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,4
10800000,1780610400000,2026-06-05T01:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1780611300000,2026-06-05T01:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1780612200000,2026-06-05T01:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,2
10800000,1780613100000,2026-06-05T01:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1780614000000,2026-06-05T02:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1780614900000,2026-06-05T02:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1780615800000,2026-06-05T02:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,2
10800000,1780616700000,2026-06-05T02:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1780617600000,2026-06-05T03:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1780618500000,2026-06-05T03:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1780619400000,2026-06-05T03:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1780620300000,2026-06-05T03:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,2
10800000,1780621200000,2026-06-05T04:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,4
10800000,1780622100000,2026-06-05T04:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1780623000000,2026-06-05T04:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1780623900000,2026-06-05T04:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1780624800000,2026-06-05T05:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,1
10800000,1780625700000,2026-06-05T05:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1780626600000,2026-06-05T05:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,2
10800000,1780627500000,2026-06-05T05:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,2
10800000,1780628400000,2026-06-05T06:00:00.000+03:00,900000,WALKING,180000,40,29.35,3,1.7658349,ACTIVE,1.6666666666666667,2
10800000,1780628400000,2026-06-05T06:00:00.000+03:00,900000,SEDENTARY,720000,0,0,0,1,SEDENTARY,0,5
10800000,1780629300000,2026-06-05T06:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,4
10800000,1780630200000,2026-06-05T06:30:00.000+03:00,900000,GENERIC,0,0,0,0,1,SEDENTARY,0,0
10800000,1780630200000,2026-06-05T06:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,4
10800000,1780631100000,2026-06-05T06:45:00.000+03:00,900000,GENERIC,0,0,0,1,1,SEDENTARY,0,3
10800000,1780631100000,2026-06-05T06:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1780632000000,2026-06-05T07:00:00.000+03:00,900000,SEDENTARY,720000,0,0,0,1,SEDENTARY,0,4
10800000,1780632000000,2026-06-05T07:00:00.000+03:00,900000,WALKING,180000,19,13.95,2,1.5104896,ACTIVE,1,1
10800000,1780632900000,2026-06-05T07:15:00.000+03:00,900000,WALKING,240000,87,63.86,9,2.7228353,ACTIVE,2.5,3
10800000,1780632900000,2026-06-05T07:15:00.000+03:00,900000,SEDENTARY,660000,0,0,0,1,SEDENTARY,0,5
10800000,1780633800000,2026-06-05T07:30:00.000+03:00,900000,SEDENTARY,660000,0,0,0,1,SEDENTARY,0,6
10800000,1780633800000,2026-06-05T07:30:00.000+03:00,900000,WALKING,240000,75,55.05,8,2.5316641,ACTIVE,2.5,4
10800000,1780634700000,2026-06-05T07:45:00.000+03:00,900000,WALKING,300000,105,77.07,10,2.5316644,ACTIVE,1.6,3
10800000,1780634700000,2026-06-05T07:45:00.000+03:00,900000,SEDENTARY,600000,0,0,0,1,SEDENTARY,0,7
10800000,1780635600000,2026-06-05T08:00:00.000+03:00,900000,WALKING,420000,285,209.19,11,2.2034504,ACTIVE,2,2
10800000,1780635600000,2026-06-05T08:00:00.000+03:00,900000,SEDENTARY,480000,0,0,0,1,SEDENTARY,0,6
10800000,1780636500000,2026-06-05T08:15:00.000+03:00,900000,WALKING,60000,10,7.34,0,1,ACTIVE,1,1
10800000,1780636500000,2026-06-05T08:15:00.000+03:00,900000,SEDENTARY,840000,0,0,0,1,SEDENTARY,0,5
10800000,1780637400000,2026-06-05T08:30:00.000+03:00,900000,WALKING,240000,104,76.34,7,2.3386753,ACTIVE,1.25,2
10800000,1780637400000,2026-06-05T08:30:00.000+03:00,900000,SEDENTARY,660000,0,0,0,1,SEDENTARY,0,5
10800000,1780638300000,2026-06-05T08:45:00.000+03:00,900000,WALKING,240000,49,35.97,8,2.5299144,ACTIVE,1.5,2
10800000,1780638300000,2026-06-05T08:45:00.000+03:00,900000,SEDENTARY,660000,0,0,0,1,SEDENTARY,0,5
10800000,1780639200000,2026-06-05T09:00:00.000+03:00,900000,WALKING,60000,7,5.13,1,1.7649572,ACTIVE,1,1
10800000,1780639200000,2026-06-05T09:00:00.000+03:00,900000,SEDENTARY,840000,0,0,0,1,SEDENTARY,0,5
10800000,1780640100000,2026-06-05T09:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,4
10800000,1780641000000,2026-06-05T09:30:00.000+03:00,900000,WALKING,15000,13,9.55,0,1,ACTIVE,2,2
10800000,1780641000000,2026-06-05T09:30:00.000+03:00,900000,SEDENTARY,885000,0,0,0,1,SEDENTARY,0,4
10800000,1780641900000,2026-06-05T09:45:00.000+03:00,900000,WALKING,195000,141,103.49,9,3.1183434,ACTIVE,0.9230769230769231,1
