Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
d7934d1c-460d-4580-b14a-273638afa65a,MS Daily Compass Project,7ccc3155-f88f-4033-9e89-6656bb8a8703,jheel

timezoneOffsetInMs,unixTimestampInMs,isoDate,durationInMs,activityType,activeTimeInMs,steps,distanceInMeters,activeKilocalories,met,intensity,meanMotionIntensity,maxMotionIntensity
10800000,1781125200000,2026-06-11T00:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,1
10800000,1781126100000,2026-06-11T00:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1781127000000,2026-06-11T00:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,5
10800000,1781127900000,2026-06-11T00:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1781128800000,2026-06-11T01:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1781129700000,2026-06-11T01:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,2
10800000,1781130600000,2026-06-11T01:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1781131500000,2026-06-11T01:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,2
10800000,1781132400000,2026-06-11T02:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,2
10800000,1781133300000,2026-06-11T02:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1781134200000,2026-06-11T02:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1781135100000,2026-06-11T02:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,2
10800000,1781136000000,2026-06-11T03:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1781136900000,2026-06-11T03:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1781137800000,2026-06-11T03:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,2
10800000,1781138700000,2026-06-11T03:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,2
10800000,1781139600000,2026-06-11T04:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1781140500000,2026-06-11T04:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,1
10800000,1781141400000,2026-06-11T04:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1781142300000,2026-06-11T04:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1781143200000,2026-06-11T05:00:00.000+03:00,900000,WALKING,180000,39,28.63,2,1.5104377,ACTIVE,3,3
10800000,1781143200000,2026-06-11T05:00:00.000+03:00,900000,SEDENTARY,720000,0,0,0,1,SEDENTARY,0,5
10800000,1781144100000,2026-06-11T05:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1781145000000,2026-06-11T05:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1781145900000,2026-06-11T05:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1781146800000,2026-06-11T06:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1781147700000,2026-06-11T06:15:00.000+03:00,900000,GENERIC,0,0,0,0,1,SEDENTARY,0,2
10800000,1781147700000,2026-06-11T06:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,6
10800000,1781148600000,2026-06-11T06:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1781149500000,2026-06-11T06:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,4
10800000,1781150400000,2026-06-11T07:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,4
10800000,1781151300000,2026-06-11T07:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,4
