Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
d7934d1c-460d-4580-b14a-273638afa65a,MS Daily Compass Project,7ccc3155-f88f-4033-9e89-6656bb8a8703,jheel

timezoneOffsetInMs,unixTimestampInMs,isoDate,durationInMs,activityType,activeTimeInMs,steps,distanceInMeters,activeKilocalories,met,intensity,meanMotionIntensity,maxMotionIntensity
10800000,1781298000000,2026-06-13T00:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,1
10800000,1781298900000,2026-06-13T00:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,4
10800000,1781299800000,2026-06-13T00:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1781300700000,2026-06-13T00:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,1
10800000,1781301600000,2026-06-13T01:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1781302500000,2026-06-13T01:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1781303400000,2026-06-13T01:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1781304300000,2026-06-13T01:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1781305200000,2026-06-13T02:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1781306100000,2026-06-13T02:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1781307000000,2026-06-13T02:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,4
10800000,1781307900000,2026-06-13T02:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,5
10800000,1781308800000,2026-06-13T03:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,2
10800000,1781309700000,2026-06-13T03:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1781310600000,2026-06-13T03:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1781311500000,2026-06-13T03:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1781312400000,2026-06-13T04:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1781313300000,2026-06-13T04:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1781314200000,2026-06-13T04:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1781315100000,2026-06-13T04:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,4
10800000,1781316000000,2026-06-13T05:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1781316900000,2026-06-13T05:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1781317800000,2026-06-13T05:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1781318700000,2026-06-13T05:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1781319600000,2026-06-13T06:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1781320500000,2026-06-13T06:15:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
10800000,1781321400000,2026-06-13T06:30:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
10800000,1781322300000,2026-06-13T06:45:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,2
10800000,1781323200000,2026-06-13T07:00:00.000+03:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,5
10800000,1781324100000,2026-06-13T07:15:00.000+03:00,900000,WALKING,31000,76,55.78,1,2.4821563,HIGHLY_ACTIVE,2,2
10800000,1781324100000,2026-06-13T07:15:00.000+03:00,900000,SEDENTARY,869000,0,0,0,1,SEDENTARY,0,5
10800000,1781324100000,2026-06-13T07:15:00.000+03:00,900000,GENERIC,0,0,0,0,1,SEDENTARY,0,0
10800000,1781325000000,2026-06-13T07:30:00.000+03:00,900000,GENERIC,0,0,0,0,1,SEDENTARY,0,3
10800000,1781325000000,2026-06-13T07:30:00.000+03:00,900000,SEDENTARY,860000,0,0,0,1,SEDENTARY,0,4
10800000,1781325000000,2026-06-13T07:30:00.000+03:00,900000,WALKING,40000,20,14.68,0,1,ACTIVE,3,3
