Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
d7934d1c-460d-4580-b14a-273638afa65a,MS Daily Compass Project,7ccc3155-f88f-4033-9e89-6656bb8a8703,jheel

sleepSummaryId,timezoneOffsetInMs,unixTimestampInMs,isoDate,durationInMs,type
x4b803d3-6a27314c-5244,10800000,1780953420000,2026-06-09T00:17:00.000+03:00,2220000,light
x4b803d3-6a27314c-5244,10800000,1780955640000,2026-06-09T00:54:00.000+03:00,3720000,deep
x4b803d3-6a27314c-5244,10800000,1780959360000,2026-06-09T01:56:00.000+03:00,180000,light
x4b803d3-6a27314c-5244,10800000,1780959540000,2026-06-09T01:59:00.000+03:00,900000,deep
x4b803d3-6a27314c-5244,10800000,1780960440000,2026-06-09T02:14:00.000+03:00,900000,light
x4b803d3-6a27314c-5244,10800000,1780961340000,2026-06-09T02:29:00.000+03:00,1380000,deep
x4b803d3-6a27314c-5244,10800000,1780962720000,2026-06-09T02:52:00.000+03:00,480000,light
x4b803d3-6a27314c-5244,10800000,1780963200000,2026-06-09T03:00:00.000+03:00,660000,rem
x4b803d3-6a27314c-5244,10800000,1780963860000,2026-06-09T03:11:00.000+03:00,60000,light
x4b803d3-6a27314c-5244,10800000,1780963920000,2026-06-09T03:12:00.000+03:00,120000,rem
x4b803d3-6a27314c-5244,10800000,1780964040000,2026-06-09T03:14:00.000+03:00,2280000,light
x4b803d3-6a27314c-5244,10800000,1780966320000,2026-06-09T03:52:00.000+03:00,1680000,deep
x4b803d3-6a27314c-5244,10800000,1780968000000,2026-06-09T04:20:00.000+03:00,6300000,light
x4b803d3-6a27314c-5244,10800000,1780974300000,2026-06-09T06:05:00.000+03:00,180000,rem
