Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
d7934d1c-460d-4580-b14a-273638afa65a,MS Daily Compass Project,7ccc3155-f88f-4033-9e89-6656bb8a8703,jheel

sleepSummaryId,timezoneOffsetInMs,unixTimestampInMs,isoDate,durationInMs,type
x4b803d3-6a287480-69f0,10800000,1781036160000,2026-06-09T23:16:00.000+03:00,480000,light
x4b803d3-6a287480-69f0,10800000,1781036640000,2026-06-09T23:24:00.000+03:00,4140000,deep
x4b803d3-6a287480-69f0,10800000,1781040780000,2026-06-10T00:33:00.000+03:00,420000,light
x4b803d3-6a287480-69f0,10800000,1781041200000,2026-06-10T00:40:00.000+03:00,1500000,rem
x4b803d3-6a287480-69f0,10800000,1781042700000,2026-06-10T01:05:00.000+03:00,1020000,light
x4b803d3-6a287480-69f0,10800000,1781043720000,2026-06-10T01:22:00.000+03:00,2940000,deep
x4b803d3-6a287480-69f0,10800000,1781046660000,2026-06-10T02:11:00.000+03:00,240000,light
x4b803d3-6a287480-69f0,10800000,1781046900000,2026-06-10T02:15:00.000+03:00,1320000,deep
x4b803d3-6a287480-69f0,10800000,1781048220000,2026-06-10T02:37:00.000+03:00,4080000,light
x4b803d3-6a287480-69f0,10800000,1781052300000,2026-06-10T03:45:00.000+03:00,780000,deep
x4b803d3-6a287480-69f0,10800000,1781053080000,2026-06-10T03:58:00.000+03:00,840000,light
x4b803d3-6a287480-69f0,10800000,1781053920000,2026-06-10T04:12:00.000+03:00,1500000,rem
x4b803d3-6a287480-69f0,10800000,1781055420000,2026-06-10T04:37:00.000+03:00,1320000,light
x4b803d3-6a287480-69f0,10800000,1781056740000,2026-06-10T04:59:00.000+03:00,660000,awake
x4b803d3-6a287480-69f0,10800000,1781057400000,2026-06-10T05:10:00.000+03:00,3420000,light
x4b803d3-6a287480-69f0,10800000,1781060820000,2026-06-10T06:07:00.000+03:00,780000,deep
x4b803d3-6a287480-69f0,10800000,1781061600000,2026-06-10T06:20:00.000+03:00,600000,light
x4b803d3-6a287480-69f0,10800000,1781062200000,2026-06-10T06:30:00.000+03:00,1740000,rem
