Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
d7934d1c-460d-4580-b14a-273638afa65a,MS Daily Compass Project,7ccc3155-f88f-4033-9e89-6656bb8a8703,jheel

sleepSummaryId,timezoneOffsetInMs,unixTimestampInMs,isoDate,durationInMs,type
x4b803d3-6a2f0ad4-6090,10800000,1781467860000,2026-06-14T23:11:00.000+03:00,360000,light
x4b803d3-6a2f0ad4-6090,10800000,1781468220000,2026-06-14T23:17:00.000+03:00,60000,awake
x4b803d3-6a2f0ad4-6090,10800000,1781468280000,2026-06-14T23:18:00.000+03:00,1080000,light
x4b803d3-6a2f0ad4-6090,10800000,1781469360000,2026-06-14T23:36:00.000+03:00,2820000,deep
x4b803d3-6a2f0ad4-6090,10800000,1781472180000,2026-06-15T00:23:00.000+03:00,420000,light
x4b803d3-6a2f0ad4-6090,10800000,1781472600000,2026-06-15T00:30:00.000+03:00,1080000,rem
x4b803d3-6a2f0ad4-6090,10800000,1781473680000,2026-06-15T00:48:00.000+03:00,960000,light
x4b803d3-6a2f0ad4-6090,10800000,1781474640000,2026-06-15T01:04:00.000+03:00,2460000,deep
x4b803d3-6a2f0ad4-6090,10800000,1781477100000,2026-06-15T01:45:00.000+03:00,1260000,light
x4b803d3-6a2f0ad4-6090,10800000,1781478360000,2026-06-15T02:06:00.000+03:00,120000,rem
x4b803d3-6a2f0ad4-6090,10800000,1781478480000,2026-06-15T02:08:00.000+03:00,1140000,light
x4b803d3-6a2f0ad4-6090,10800000,1781479620000,2026-06-15T02:27:00.000+03:00,840000,deep
x4b803d3-6a2f0ad4-6090,10800000,1781480460000,2026-06-15T02:41:00.000+03:00,840000,light
x4b803d3-6a2f0ad4-6090,10800000,1781481300000,2026-06-15T02:55:00.000+03:00,600000,rem
x4b803d3-6a2f0ad4-6090,10800000,1781481900000,2026-06-15T03:05:00.000+03:00,120000,light
x4b803d3-6a2f0ad4-6090,10800000,1781482020000,2026-06-15T03:07:00.000+03:00,180000,rem
x4b803d3-6a2f0ad4-6090,10800000,1781482200000,2026-06-15T03:10:00.000+03:00,60000,awake
x4b803d3-6a2f0ad4-6090,10800000,1781482260000,2026-06-15T03:11:00.000+03:00,300000,rem
x4b803d3-6a2f0ad4-6090,10800000,1781482560000,2026-06-15T03:16:00.000+03:00,60000,awake
x4b803d3-6a2f0ad4-6090,10800000,1781482620000,2026-06-15T03:17:00.000+03:00,180000,rem
x4b803d3-6a2f0ad4-6090,10800000,1781482800000,2026-06-15T03:20:00.000+03:00,120000,awake
x4b803d3-6a2f0ad4-6090,10800000,1781482920000,2026-06-15T03:22:00.000+03:00,120000,rem
x4b803d3-6a2f0ad4-6090,10800000,1781483040000,2026-06-15T03:24:00.000+03:00,120000,awake
x4b803d3-6a2f0ad4-6090,10800000,1781483160000,2026-06-15T03:26:00.000+03:00,6420000,light
x4b803d3-6a2f0ad4-6090,10800000,1781489580000,2026-06-15T05:13:00.000+03:00,780000,rem
x4b803d3-6a2f0ad4-6090,10800000,1781490360000,2026-06-15T05:26:00.000+03:00,2640000,light
