Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
d7934d1c-460d-4580-b14a-273638afa65a,MS Daily Compass Project,7ccc3155-f88f-4033-9e89-6656bb8a8703,jheel

sleepSummaryId,timezoneOffsetInMs,unixTimestampInMs,isoDate,durationInMs,type
x4b803d3-6a248078-585c,10800000,1780777080000,2026-06-06T23:18:00.000+03:00,900000,light
x4b803d3-6a248078-585c,10800000,1780777980000,2026-06-06T23:33:00.000+03:00,1680000,deep
x4b803d3-6a248078-585c,10800000,1780779660000,2026-06-07T00:01:00.000+03:00,540000,light
x4b803d3-6a248078-585c,10800000,1780780200000,2026-06-07T00:10:00.000+03:00,1560000,rem
x4b803d3-6a248078-585c,10800000,1780781760000,2026-06-07T00:36:00.000+03:00,540000,light
x4b803d3-6a248078-585c,10800000,1780782300000,2026-06-07T00:45:00.000+03:00,3060000,deep
x4b803d3-6a248078-585c,10800000,1780785360000,2026-06-07T01:36:00.000+03:00,840000,light
x4b803d3-6a248078-585c,10800000,1780786200000,2026-06-07T01:50:00.000+03:00,2520000,deep
x4b803d3-6a248078-585c,10800000,1780788720000,2026-06-07T02:32:00.000+03:00,540000,rem
x4b803d3-6a248078-585c,10800000,1780789260000,2026-06-07T02:41:00.000+03:00,1980000,light
x4b803d3-6a248078-585c,10800000,1780791240000,2026-06-07T03:14:00.000+03:00,420000,deep
x4b803d3-6a248078-585c,10800000,1780791660000,2026-06-07T03:21:00.000+03:00,1800000,light
x4b803d3-6a248078-585c,10800000,1780793460000,2026-06-07T03:51:00.000+03:00,960000,deep
x4b803d3-6a248078-585c,10800000,1780794420000,2026-06-07T04:07:00.000+03:00,3060000,light
x4b803d3-6a248078-585c,10800000,1780797480000,2026-06-07T04:58:00.000+03:00,300000,deep
x4b803d3-6a248078-585c,10800000,1780797780000,2026-06-07T05:03:00.000+03:00,960000,light
x4b803d3-6a248078-585c,10800000,1780798740000,2026-06-07T05:19:00.000+03:00,480000,rem
x4b803d3-6a248078-585c,10800000,1780799220000,2026-06-07T05:27:00.000+03:00,120000,light
x4b803d3-6a248078-585c,10800000,1780799340000,2026-06-07T05:29:00.000+03:00,60000,rem
x4b803d3-6a248078-585c,10800000,1780799400000,2026-06-07T05:30:00.000+03:00,60000,light
x4b803d3-6a248078-585c,10800000,1780799460000,2026-06-07T05:31:00.000+03:00,240000,rem
