Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
d7934d1c-460d-4580-b14a-273638afa65a,MS Daily Compass Project,7ccc3155-f88f-4033-9e89-6656bb8a8703,jheel

sleepSummaryId,timezoneOffsetInMs,unixTimestampInMs,isoDate,durationInMs,type
x4b803d3-6a306014-53ac,10800000,1781555220000,2026-06-15T23:27:00.000+03:00,660000,light
x4b803d3-6a306014-53ac,10800000,1781555880000,2026-06-15T23:38:00.000+03:00,2640000,deep
x4b803d3-6a306014-53ac,10800000,1781558520000,2026-06-16T00:22:00.000+03:00,360000,light
x4b803d3-6a306014-53ac,10800000,1781558880000,2026-06-16T00:28:00.000+03:00,1680000,rem
x4b803d3-6a306014-53ac,10800000,1781560560000,2026-06-16T00:56:00.000+03:00,1020000,light
x4b803d3-6a306014-53ac,10800000,1781561580000,2026-06-16T01:13:00.000+03:00,1320000,deep
x4b803d3-6a306014-53ac,10800000,1781562900000,2026-06-16T01:35:00.000+03:00,1560000,light
x4b803d3-6a306014-53ac,10800000,1781564460000,2026-06-16T02:01:00.000+03:00,120000,deep
x4b803d3-6a306014-53ac,10800000,1781564580000,2026-06-16T02:03:00.000+03:00,540000,light
x4b803d3-6a306014-53ac,10800000,1781565120000,2026-06-16T02:12:00.000+03:00,1260000,rem
x4b803d3-6a306014-53ac,10800000,1781566380000,2026-06-16T02:33:00.000+03:00,2220000,light
x4b803d3-6a306014-53ac,10800000,1781568600000,2026-06-16T03:10:00.000+03:00,300000,deep
x4b803d3-6a306014-53ac,10800000,1781568900000,2026-06-16T03:15:00.000+03:00,7740000,light
