Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
d7934d1c-460d-4580-b14a-273638afa65a,MS Daily Compass Project,7ccc3155-f88f-4033-9e89-6656bb8a8703,jheel

sleepSummaryId,timezoneOffsetInMs,unixTimestampInMs,isoDate,spo2
x4b803d3-6a2f0ad4-6090,10800000,1781468340000,2026-06-14T23:19:00.000+03:00,79
x4b803d3-6a2f0ad4-6090,10800000,1781468400000,2026-06-14T23:20:00.000+03:00,79
x4b803d3-6a2f0ad4-6090,10800000,1781468460000,2026-06-14T23:21:00.000+03:00,78
x4b803d3-6a2f0ad4-6090,10800000,1781468520000,2026-06-14T23:22:00.000+03:00,85
x4b803d3-6a2f0ad4-6090,10800000,1781468580000,2026-06-14T23:23:00.000+03:00,84
x4b803d3-6a2f0ad4-6090,10800000,1781468640000,2026-06-14T23:24:00.000+03:00,86
x4b803d3-6a2f0ad4-6090,10800000,1781468760000,2026-06-14T23:26:00.000+03:00,89
x4b803d3-6a2f0ad4-6090,10800000,1781468820000,2026-06-14T23:27:00.000+03:00,84
x4b803d3-6a2f0ad4-6090,10800000,1781468880000,2026-06-14T23:28:00.000+03:00,82
x4b803d3-6a2f0ad4-6090,10800000,1781468940000,2026-06-14T23:29:00.000+03:00,83
x4b803d3-6a2f0ad4-6090,10800000,1781469000000,2026-06-14T23:30:00.000+03:00,82
x4b803d3-6a2f0ad4-6090,10800000,1781469060000,2026-06-14T23:31:00.000+03:00,81
x4b803d3-6a2f0ad4-6090,10800000,1781469120000,2026-06-14T23:32:00.000+03:00,79
x4b803d3-6a2f0ad4-6090,10800000,1781469180000,2026-06-14T23:33:00.000+03:00,81
x4b803d3-6a2f0ad4-6090,10800000,1781469240000,2026-06-14T23:34:00.000+03:00,79
x4b803d3-6a2f0ad4-6090,10800000,1781469300000,2026-06-14T23:35:00.000+03:00,82
x4b803d3-6a2f0ad4-6090,10800000,1781469360000,2026-06-14T23:36:00.000+03:00,82
x4b803d3-6a2f0ad4-6090,10800000,1781469420000,2026-06-14T23:37:00.000+03:00,85
x4b803d3-6a2f0ad4-6090,10800000,1781469480000,2026-06-14T23:38:00.000+03:00,83
x4b803d3-6a2f0ad4-6090,10800000,1781469540000,2026-06-14T23:39:00.000+03:00,84
x4b803d3-6a2f0ad4-6090,10800000,1781469600000,2026-06-14T23:40:00.000+03:00,86
x4b803d3-6a2f0ad4-6090,10800000,1781469660000,2026-06-14T23:41:00.000+03:00,87
x4b803d3-6a2f0ad4-6090,10800000,1781469720000,2026-06-14T23:42:00.000+03:00,91
x4b803d3-6a2f0ad4-6090,10800000,1781469780000,2026-06-14T23:43:00.000+03:00,90
x4b803d3-6a2f0ad4-6090,10800000,1781469840000,2026-06-14T23:44:00.000+03:00,88
x4b803d3-6a2f0ad4-6090,10800000,1781469900000,2026-06-14T23:45:00.000+03:00,88
x4b803d3-6a2f0ad4-6090,10800000,1781469960000,2026-06-14T23:46:00.000+03:00,88
x4b803d3-6a2f0ad4-6090,10800000,1781470020000,2026-06-14T23:47:00.000+03:00,88
x4b803d3-6a2f0ad4-6090,10800000,1781470080000,2026-06-14T23:48:00.000+03:00,87
x4b803d3-6a2f0ad4-6090,10800000,1781470140000,2026-06-14T23:49:00.000+03:00,85
x4b803d3-6a2f0ad4-6090,10800000,1781470200000,2026-06-14T23:50:00.000+03:00,85
x4b803d3-6a2f0ad4-6090,10800000,1781470260000,2026-06-14T23:51:00.000+03:00,85
x4b803d3-6a2f0ad4-6090,10800000,1781470380000,2026-06-14T23:53:00.000+03:00,85
x4b803d3-6a2f0ad4-6090,10800000,1781470440000,2026-06-14T23:54:00.000+03:00,85
x4b803d3-6a2f0ad4-6090,10800000,1781470560000,2026-06-14T23:56:00.000+03:00,84
x4b803d3-6a2f0ad4-6090,10800000,1781470620000,2026-06-14T23:57:00.000+03:00,81
x4b803d3-6a2f0ad4-6090,10800000,1781470680000,2026-06-14T23:58:00.000+03:00,82
x4b803d3-6a2f0ad4-6090,10800000,1781470740000,2026-06-14T23:59:00.000+03:00,83
x4b803d3-6a2f0ad4-6090,10800000,1781470800000,2026-06-15T00:00:00.000+03:00,83
x4b803d3-6a2f0ad4-6090,10800000,1781470860000,2026-06-15T00:01:00.000+03:00,84
x4b803d3-6a2f0ad4-6090,10800000,1781470920000,2026-06-15T00:02:00.000+03:00,83
x4b803d3-6a2f0ad4-6090,10800000,1781470980000,2026-06-15T00:03:00.000+03:00,80
x4b803d3-6a2f0ad4-6090,10800000,1781471040000,2026-06-15T00:04:00.000+03:00,80
x4b803d3-6a2f0ad4-6090,10800000,1781471100000,2026-06-15T00:05:00.000+03:00,86
x4b803d3-6a2f0ad4-6090,10800000,1781471160000,2026-06-15T00:06:00.000+03:00,86
x4b803d3-6a2f0ad4-6090,10800000,1781471220000,2026-06-15T00:07:00.000+03:00,90
x4b803d3-6a2f0ad4-6090,10800000,1781471280000,2026-06-15T00:08:00.000+03:00,90
x4b803d3-6a2f0ad4-6090,10800000,1781471340000,2026-06-15T00:09:00.000+03:00,92
x4b803d3-6a2f0ad4-6090,10800000,1781471400000,2026-06-15T00:10:00.000+03:00,92
x4b803d3-6a2f0ad4-6090,10800000,1781471460000,2026-06-15T00:11:00.000+03:00,92
